100,19.1422
200,31.0091
300,38.5722
400,45.7362
500,50.9353
600,55.1759
700,58.6706
800,62.9759
900,66.8535
1000,70.1253
1100,73.0016
1200,75.6862
1300,78.1978
1400,80.4346
1500,82.6945
1600,84.7537
1700,87.0236
1800,88.9553
1900,91.3501
2000,93.3053
2100,95.2331
2200,97.3513
2300,99.1913
2400,100.812
2500,102.376
2600,103.813
2700,104.873
2800,105.551
2900,106.814
3000,108.183
3100,109.401
3200,110.511
3300,111.668
3400,112.875
3500,114.1
3600,114.841
3700,115.97
3800,117.108
3900,117.878
4000,118.899
4100,120.031
4200,121.035
4300,122.087
100,3.80281
200,6.00786
300,7.00088
400,8.55492
500,9.89279
600,10.7976
700,11.8552
800,12.6603
900,13.2571
1000,13.936
1100,14.6153
1200,15.3238
1300,15.8763
1400,16.5253
1500,17.1589
1600,17.7883
1700,18.4075
1800,18.8786
1900,19.3998
2000,19.7701
2100,20.3171
2200,20.7564
2300,21.258
2400,21.5397
2500,21.879
2600,22.2316
2700,22.5952
2800,22.9582
2900,23.3204
3000,23.6888
3100,24.0904
3200,24.474
3300,24.7337
3400,25.0949
3500,25.4776
3600,25.8443
3700,26.2142
3800,26.592
3900,26.9504
4000,27.2806
4100,27.5972
4200,27.9169
4300,28.2581
4400,28.5176
4500,28.8588
4600,29.1921
4700,29.5078
4800,29.8255
4900,30.1682
5000,30.4365
5100,30.7381
5200,31.0489
5300,31.3168
5400,31.6179
5500,31.8869
5600,32.186
5700,32.488
5800,32.7832
5900,33.0424
6000,33.3334
6100,33.6058
6200,33.8527
6300,34.1376
6400,34.4303
6500,34.693
6600,34.9751
6700,35.258
6800,35.465
6900,35.7482
7000,36.035
7100,36.3015
7200,36.5464
7300,36.7837
7400,37.0559
7500,37.3071
7600,37.5585
7700,37.8094
7800,38.0633
7900,38.3122
8000,38.5736
8100,38.8201
8200,39.0772
8300,39.3637
8400,39.6148
8500,39.8804
8600,40.1683
8700,40.4078
8800,40.677
8900,40.9279
9000,41.129
9100,41.388
9200,41.6327
9300,41.8843
9400,42.1353
9500,42.3859
9600,42.6377
9700,42.8705
9800,43.0997
9900,43.3325
10000,43.5923
10100,43.8082
10200,44.053
10300,44.296
10400,44.5254
10500,44.7892
10600,45.0118
10700,45.2596
10800,45.5104
